"Step","sunny-valley-620 - test len","sunny-valley-620 - test len__MIN","sunny-valley-620 - test len__MAX","royal-moon-603 - test len","royal-moon-603 - test len__MIN","royal-moon-603 - test len__MAX","sage-plasma-504 - test len","sage-plasma-504 - test len__MIN","sage-plasma-504 - test len__MAX","sleek-frost-502 - test len","sleek-frost-502 - test len__MIN","sleek-frost-502 - test len__MAX","earthy-shadow-459 - test len","earthy-shadow-459 - test len__MIN","earthy-shadow-459 - test len__MAX","ethereal-forest-458 - test len","ethereal-forest-458 - test len__MIN","ethereal-forest-458 - test len__MAX","drawn-monkey-457 - test len","drawn-monkey-457 - test len__MIN","drawn-monkey-457 - test len__MAX","trim-breeze-456 - test len","trim-breeze-456 - test len__MIN","trim-breeze-456 - test len__MAX","curious-resonance-455 - test len","curious-resonance-455 - test len__MIN","curious-resonance-455 - test len__MAX","rose-disco-454 - test len","rose-disco-454 - test len__MIN","rose-disco-454 - test len__MAX","wise-rain-453 - test len","wise-rain-453 - test len__MIN","wise-rain-453 - test len__MAX","vocal-butterfly-452 - test len","vocal-butterfly-452 - test len__MIN","vocal-butterfly-452 - test len__MAX","denim-tree-451 - test len","denim-tree-451 - test len__MIN","denim-tree-451 - test len__MAX","upbeat-hill-263 - test len","upbeat-hill-263 - test len__MIN","upbeat-hill-263 - test len__MAX"
"90481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454.46666666666664","454.46666666666664","454.46666666666664","","","","","","","","",""
"90540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308.43333333333334","308.43333333333334","308.43333333333334","","",""
"90807","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","345.53333333333336","345.53333333333336","345.53333333333336","","","","","",""
"90909","","","","","","","","","","","","","","","","373.93333333333334","373.93333333333334","373.93333333333334","","","","","","","","","","","","","","","","","","","","","","","",""
"91070","","","","","","","","","","","","","","","","","","","","","","","","","451.06666666666666","451.06666666666666","451.06666666666666","","","","","","","","","","","","","","",""
"91129","","","","","","","","","","","","","","","","","","","","","","","","","","","","493.06666666666666","493.06666666666666","493.06666666666666","","","","","","","","","","","",""
"91187","","","","","","","","","","","","","","","","","","","387.5","387.5","387.5","446.76666666666665","446.76666666666665","446.76666666666665","","","","","","","","","","","","","","","","","",""
"91231","","","","","","","","","","","","","492.53333333333336","492.53333333333336","492.53333333333336","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","442.3333333333333","442.3333333333333","442.3333333333333","","","","","","","","",""
"91451","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463.3","463.3","463.3","","",""
"91718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","538","538","538","","","","","",""
"91820","","","","","","","","","","","","","","","","523.3666666666667","523.3666666666667","523.3666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"91981","","","","","","","","","","","","","","","","","","","","","","","","","347.46666666666664","347.46666666666664","347.46666666666664","","","","","","","","","","","","","","",""
"92040","","","","","","","","","","","","","","","","","","","","","","","","","","","","348.46666666666664","348.46666666666664","348.46666666666664","","","","","","","","","","","",""
"92098","","","","","","","","","","","","","","","","","","","421.6","421.6","421.6","288.23333333333335","288.23333333333335","288.23333333333335","","","","","","","","","","","","","","","","","",""
"92142","","","","","","","","","","","","","481.43333333333334","481.43333333333334","481.43333333333334","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488.73333333333335","488.73333333333335","488.73333333333335","","","","","","","","",""
"92365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","387.1","387.1","387.1","","",""
"92629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","706.8666666666667","706.8666666666667","706.8666666666667","","","","","",""
"92731","","","","","","","","","","","","","","","","522.4333333333333","522.4333333333333","522.4333333333333","","","","","","","","","","","","","","","","","","","","","","","",""
"92892","","","","","","","","","","","","","","","","","","","","","","","","","494.1","494.1","494.1","","","","","","","","","","","","","","",""
"92951","","","","","","","","","","","","","","","","","","","","","","","","","","","","571","571","571","","","","","","","","","","","",""
"93009","","","","","","","","","","","","","","","","","","","544.9333333333333","544.9333333333333","544.9333333333333","348.2","348.2","348.2","","","","","","","","","","","","","","","","","",""
"93057","","","","","","","","","","","","","403.3333333333333","403.3333333333333","403.3333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93190","422.6666666666667","422.6666666666667","422.6666666666667","711.1666666666666","711.1666666666666","711.1666666666666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","543.6","543.6","543.6","","","","","","","","",""
"93276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","517.6666666666666","517.6666666666666","517.6666666666666","","",""
"93540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","386.3333333333333","386.3333333333333","386.3333333333333","","","","","",""
"93642","","","","","","","","","","","","","","","","372.1666666666667","372.1666666666667","372.1666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"93807","","","","","","","","","","","","","","","","","","","","","","","","","460","460","460","","","","","","","","","","","","","","",""
"93865","","","","","","","","","","","","","","","","","","","","","","","","","","","","465.8666666666667","465.8666666666667","465.8666666666667","","","","","","","","","","","",""
"93924","","","","","","","","","","","","","","","","","","","372.1","372.1","372.1","457.7","457.7","457.7","","","","","","","","","","","","","","","","","",""
"93968","","","","","","","","","","","","","510.76666666666665","510.76666666666665","510.76666666666665","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","370","370","370","","","","","","","","",""
"94187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455.8333333333333","455.8333333333333","455.8333333333333","","",""
"94451","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","458.3333333333333","458.3333333333333","458.3333333333333","","","","","",""
"94557","","","","","","","","","","","","","","","","276.06666666666666","276.06666666666666","276.06666666666666","","","","","","","","","","","","","","","","","","","","","","","",""
"94718","","","","","","","","","","","","","","","","","","","","","","","","","285.2","285.2","285.2","","","","","","","","","","","","","","",""
"94776","","","","","","","","","","","","","","","","","","","","","","","","","","","","303.6333333333333","303.6333333333333","303.6333333333333","","","","","","","","","","","",""
"94835","","","","","","","","","","","","","","","","","","","419.6333333333333","419.6333333333333","419.6333333333333","440","440","440","","","","","","","","","","","","","","","","","",""
"94879","","","","","","","","","","","","","461.8333333333333","461.8333333333333","461.8333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","581.3666666666667","581.3666666666667","581.3666666666667","","","","","","","","",""
"95098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","474.3","474.3","474.3","","",""
"95365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","371.6333333333333","371.6333333333333","371.6333333333333","","","","","",""
"95468","","","","","","","","","","","","","","","","356.93333333333334","356.93333333333334","356.93333333333334","","","","","","","","","","","","","","","","","","","","","","","",""
"95629","","","","","","","","","","","","","","","","","","","","","","","","","429.73333333333335","429.73333333333335","429.73333333333335","","","","","","","","","","","","","","",""
"95687","","","","","","","","","","","","","","","","","","","","","","","","","","","","598.6666666666666","598.6666666666666","598.6666666666666","","","","","","","","","","","",""
"95746","","","","","","","","","","","","","","","","","","","417.3666666666667","417.3666666666667","417.3666666666667","413.03333333333336","413.03333333333336","413.03333333333336","","","","","","","","","","","","","","","","","",""
"95790","","","","","","","","","","","","","518.2","518.2","518.2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312.7","312.7","312.7","","","","","","","","",""
"95977","","","","","","","682.8","682.8","682.8","582.6","582.6","582.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315.23333333333335","315.23333333333335","315.23333333333335","","",""
"96276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296.5","296.5","296.5","","","","","",""
"96379","","","","","","","","","","","","","","","","449.06666666666666","449.06666666666666","449.06666666666666","","","","","","","","","","","","","","","","","","","","","","","",""
"96540","","","","","","","","","","","","","","","","","","","","","","","","","375.3333333333333","375.3333333333333","375.3333333333333","","","","","","","","","","","","","","",""
"96598","","","","","","","","","","","","","","","","","","","","","","","","","","","","429.9","429.9","429.9","","","","","","","","","","","",""
"96657","","","","","","","","","","","","","","","","","","","327.43333333333334","327.43333333333334","327.43333333333334","339.1666666666667","339.1666666666667","339.1666666666667","","","","","","","","","","","","","","","","","",""
"96701","","","","","","","","","","","","","446.4","446.4","446.4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","383.3666666666667","383.3666666666667","383.3666666666667","","","","","","","","",""
"96924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463.3666666666667","463.3666666666667","463.3666666666667","","",""
"97187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361.6","361.6","361.6","","","","","",""
"97290","","","","","","","","","","","","","","","","498.6333333333333","498.6333333333333","498.6333333333333","","","","","","","","","","","","","","","","","","","","","","","",""
"97406","376.3333333333333","376.3333333333333","376.3333333333333","519.8333333333334","519.8333333333334","519.8333333333334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97451","","","","","","","","","","","","","","","","","","","","","","","","","274.73333333333335","274.73333333333335","274.73333333333335","","","","","","","","","","","","","","",""
"97509","","","","","","","","","","","","","","","","","","","","","","","","","","","","376.8666666666667","376.8666666666667","376.8666666666667","","","","","","","","","","","",""
"97568","","","","","","","","","","","","","","","","","","","432.8333333333333","432.8333333333333","432.8333333333333","567.9666666666667","567.9666666666667","567.9666666666667","","","","","","","","","","","","","","","","","",""
"97615","","","","","","","","","","","","","487.3666666666667","487.3666666666667","487.3666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","479.3666666666667","479.3666666666667","479.3666666666667","","","","","","","","",""
"97835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","541.2","541.2","541.2","","",""
"98098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","413.2","413.2","413.2","","","","","",""
"98201","","","","","","","","","","","","","","","","423.6666666666667","423.6666666666667","423.6666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"98365","","","","","","","","","","","","","","","","","","","","","","","","","302.03333333333336","302.03333333333336","302.03333333333336","","","","","","","","","","","","","","",""
"98424","","","","","","","","","","","","","","","","","","","","","","","","","","","","351.1","351.1","351.1","","","","","","","","","","","",""
"98482","","","","","","","","","","","","","","","","","","","392.9","392.9","392.9","426.23333333333335","426.23333333333335","426.23333333333335","","","","","","","","","","","","","","","","","",""
"98526","","","","","","","","","","","","","409.8333333333333","409.8333333333333","409.8333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","497.43333333333334","497.43333333333334","497.43333333333334","","","","","","","","",""
"98746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400.3","400.3","400.3","","",""
"99009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248.66666666666666","248.66666666666666","248.66666666666666","","","","","",""
"99130","","","","","","","","","","","","","","","","286.1666666666667","286.1666666666667","286.1666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"99276","","","","","","","","","","","","","","","","","","","","","","","","","503.96666666666664","503.96666666666664","503.96666666666664","","","","","","","","","","","","","","",""
"99335","","","","","","","","","","","","","","","","","","","","","","","","","","","","473.8666666666667","473.8666666666667","473.8666666666667","","","","","","","","","","","",""
"99393","","","","","","","","","","","","","","","","","","","532.3666666666667","532.3666666666667","532.3666666666667","380.8666666666667","380.8666666666667","380.8666666666667","","","","","","","","","","","","","","","","","",""
"99437","","","","","","","","","","","","","455.7","455.7","455.7","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","538","538","538","","","","","","","","",""
"99657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","386.8","386.8","386.8","","",""
"99939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","519.5","519.5","519.5","","","","","",""
"100187","","","","","","","","","","","","","","","","","","","","","","","","","410.4","410.4","410.4","","","","","","","","","","","","","","",""
"100191","","","","","","","","","","","","","","","","459.1666666666667","459.1666666666667","459.1666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"100246","","","","","","","","","","","","","","","","","","","","","","","","","","","","467.6666666666667","467.6666666666667","467.6666666666667","","","","","","","","","","","",""
"100304","","","","","","","","","","","","","","","","","","","345.2","345.2","345.2","501.8333333333333","501.8333333333333","501.8333333333333","","","","","","","","","","","","","","","","","",""
"100348","","","","","","","","","","","","","523.7666666666667","523.7666666666667","523.7666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","431.43333333333334","431.43333333333334","431.43333333333334","","","","","","","","",""
"100568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","334.03333333333336","334.03333333333336","334.03333333333336","","",""
"101000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","432.1","432.1","432.1","","","","","",""
"101098","","","","","","","","","","","","","","","","","","","","","","","","","421.23333333333335","421.23333333333335","421.23333333333335","","","","","","","","","","","","","","",""
"101157","","","","","","","","","","","","","","","","","","","","","","","","","","","","520.3666666666667","520.3666666666667","520.3666666666667","","","","","","","","","","","",""
"101215","","","","","","","","","","","","","","","","","","","606.4","606.4","606.4","335.9","335.9","335.9","","","","","","","","","","","","","","","","","",""
"101252","","","","","","","","","","","","","","","","476.76666666666665","476.76666666666665","476.76666666666665","","","","","","","","","","","","","","","","","","","","","","","",""
"101259","","","","","","","","","","","","","487.5","487.5","487.5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","322.8666666666667","322.8666666666667","322.8666666666667","","","","","","","","",""
"101482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264.53333333333336","264.53333333333336","264.53333333333336","","",""
"101589","","","","","","","741.0666666666667","741.0666666666667","741.0666666666667","552.9333333333333","552.9333333333333","552.9333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101622","419.93333333333334","419.93333333333334","419.93333333333334","518.8333333333334","518.8333333333334","518.8333333333334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102009","","","","","","","","","","","","","","","","","","","","","","","","","387.26666666666665","387.26666666666665","387.26666666666665","","","","","","","","","","","","","","",""
"102061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","451.6666666666667","451.6666666666667","451.6666666666667","","","","","",""
"102068","","","","","","","","","","","","","","","","","","","","","","","","","","","","521.0333333333333","521.0333333333333","521.0333333333333","","","","","","","","","","","",""
"102126","","","","","","","","","","","","","","","","","","","531.0666666666667","531.0666666666667","531.0666666666667","448.9","448.9","448.9","","","","","","","","","","","","","","","","","",""
"102189","","","","","","","","","","","","","271.23333333333335","271.23333333333335","271.23333333333335","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102313","","","","","","","","","","","","","","","","379.56666666666666","379.56666666666666","379.56666666666666","","","","","","","","","","","","","","","","","","","","","","","",""
"102335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","474.3333333333333","474.3333333333333","474.3333333333333","","","","","","","","",""
"102393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422.56666666666666","422.56666666666666","422.56666666666666","","",""
"102924","","","","","","","","","","","","","","","","","","","","","","","","","324.73333333333335","324.73333333333335","324.73333333333335","","","","","","","","","","","","","","",""
"102982","","","","","","","","","","","","","","","","","","","","","","","","","","","","324.7","324.7","324.7","","","","","","","","","","","",""
"103041","","","","","","","","","","","","","","","","","","","472","472","472","440.8","440.8","440.8","","","","","","","","","","","","","","","","","",""
"103122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299.96666666666664","299.96666666666664","299.96666666666664","","","","","",""
"103246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","380.26666666666665","380.26666666666665","380.26666666666665","","","","","","","","",""
"103250","","","","","","","","","","","","","369.46666666666664","369.46666666666664","369.46666666666664","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249.13333333333333","249.13333333333333","249.13333333333333","","",""
"103374","","","","","","","","","","","","","","","","351.8333333333333","351.8333333333333","351.8333333333333","","","","","","","","","","","","","","","","","","","","","","","",""
"103835","","","","","","","","","","","","","","","","","","","","","","","","","378.7","378.7","378.7","","","","","","","","","","","","","","",""
"103893","","","","","","","","","","","","","","","","","","","","","","","","","","","","440.56666666666666","440.56666666666666","440.56666666666666","","","","","","","","","","","",""
"103952","","","","","","","","","","","","","","","","","","","447.43333333333334","447.43333333333334","447.43333333333334","339.6","339.6","339.6","","","","","","","","","","","","","","","","","",""
"104157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","505.46666666666664","505.46666666666664","505.46666666666664","","","","","","","","",""
"104183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","411.96666666666664","411.96666666666664","411.96666666666664","","","","","",""
"104215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421.46666666666664","421.46666666666664","421.46666666666664","","",""
"104311","","","","","","","","","","","","","384.1","384.1","384.1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104439","","","","","","","","","","","","","","","","377.1333333333333","377.1333333333333","377.1333333333333","","","","","","","","","","","","","","","","","","","","","","","",""
"104746","","","","","","","","","","","","","","","","","","","","","","","","","445","445","445","","","","","","","","","","","","","","",""
"104804","","","","","","","","","","","","","","","","","","","","","","","","","","","","414.3","414.3","414.3","","","","","","","","","","","",""
"104863","","","","","","","","","","","","","","","","","","","448.7","448.7","448.7","360.43333333333334","360.43333333333334","360.43333333333334","","","","","","","","","","","","","","","","","",""
"105068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","517.2666666666667","517.2666666666667","517.2666666666667","","","","","","","","",""
"105126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357.8","357.8","357.8","","",""
"105247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","394.06666666666666","394.06666666666666","394.06666666666666","","","","","",""
"105372","","","","","","","","","","","","","465.26666666666665","465.26666666666665","465.26666666666665","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105500","","","","","","","","","","","","","","","","506.4","506.4","506.4","","","","","","","","","","","","","","","","","","","","","","","",""
"105657","","","","","","","","","","","","","","","","","","","","","","","","","438.73333333333335","438.73333333333335","438.73333333333335","","","","","","","","","","","","","","",""
"105715","","","","","","","","","","","","","","","","","","","","","","","","","","","","417.96666666666664","417.96666666666664","417.96666666666664","","","","","","","","","","","",""
"105774","","","","","","","","","","","","","","","","","","","450.3333333333333","450.3333333333333","450.3333333333333","522.2","522.2","522.2","","","","","","","","","","","","","","","","","",""
"105841","485.3","485.3","485.3","711.9666666666667","711.9666666666667","711.9666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","569.7333333333333","569.7333333333333","569.7333333333333","","","","","","","","",""
"106041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","458.6666666666667","458.6666666666667","458.6666666666667","","",""
"106308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358.6","358.6","358.6","","","","","",""
"106433","","","","","","","","","","","","","352.53333333333336","352.53333333333336","352.53333333333336","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"106561","","","","","","","","","","","","","","","","324.2","324.2","324.2","","","","","","","","","","","","","","","","","","","","","","","",""
"106568","","","","","","","","","","","","","","","","","","","","","","","","","333.03333333333336","333.03333333333336","333.03333333333336","","","","","","","","","","","","","","",""
"106626","","","","","","","","","","","","","","","","","","","","","","","","","","","","492.1333333333333","492.1333333333333","492.1333333333333","","","","","","","","","","","",""
"106685","","","","","","","","","","","","","","","","","","","496.56666666666666","496.56666666666666","496.56666666666666","438.1","438.1","438.1","","","","","","","","","","","","","","","","","",""
"106893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","459.43333333333334","459.43333333333334","459.43333333333334","","","","","","","","",""
"106952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","298.8333333333333","298.8333333333333","298.8333333333333","","",""
"107201","","","","","","","454.43333333333334","454.43333333333334","454.43333333333334","580.8666666666667","580.8666666666667","580.8666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"107369","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","378.1","378.1","378.1","","","","","",""
"107482","","","","","","","","","","","","","","","","","","","","","","","","","370.9","370.9","370.9","","","","","","","","","","","","","","",""
"107497","","","","","","","","","","","","","361","361","361","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"107541","","","","","","","","","","","","","","","","","","","","","","","","","","","","334.3333333333333","334.3333333333333","334.3333333333333","","","","","","","","","","","",""
"107599","","","","","","","","","","","","","","","","","","","404.06666666666666","404.06666666666666","404.06666666666666","428.56666666666666","428.56666666666666","428.56666666666666","","","","","","","","","","","","","","","","","",""
"107622","","","","","","","","","","","","","","","","236","236","236","","","","","","","","","","","","","","","","","","","","","","","",""
"107804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500.2","500.2","500.2","","","","","","","","",""
"107863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","409.2","409.2","409.2","","",""
"108393","","","","","","","","","","","","","","","","","","","","","","","","","510.1666666666667","510.1666666666667","510.1666666666667","","","","","","","","","","","","","","",""
"108430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","511.26666666666665","511.26666666666665","511.26666666666665","","","","","",""
"108452","","","","","","","","","","","","","","","","","","","","","","","","","","","","418.3","418.3","418.3","","","","","","","","","","","",""
"108510","","","","","","","","","","","","","","","","","","","392.9","392.9","392.9","353.56666666666666","353.56666666666666","353.56666666666666","","","","","","","","","","","","","","","","","",""
"108558","","","","","","","","","","","","","480.4","480.4","480.4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108683","","","","","","","","","","","","","","","","497.3333333333333","497.3333333333333","497.3333333333333","","","","","","","","","","","","","","","","","","","","","","","",""
"108715","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","516.8","516.8","516.8","","","","","","","","",""
"108774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","464.06666666666666","464.06666666666666","464.06666666666666","","",""
"109304","","","","","","","","","","","","","","","","","","","","","","","","","373.6","373.6","373.6","","","","","","","","","","","","","","",""
"109363","","","","","","","","","","","","","","","","","","","","","","","","","","","","483.4","483.4","483.4","","","","","","","","","","","",""
"109421","","","","","","","","","","","","","","","","","","","392.8","392.8","392.8","480.6666666666667","480.6666666666667","480.6666666666667","","","","","","","","","","","","","","","","","",""
"109491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","355.46666666666664","355.46666666666664","355.46666666666664","","","","","",""
"109619","","","","","","","","","","","","","613.3666666666667","613.3666666666667","613.3666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520.5333333333333","520.5333333333333","520.5333333333333","","","","","","","","",""
"109685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","443.23333333333335","443.23333333333335","443.23333333333335","","",""
"109747","","","","","","","","","","","","","","","","416.6333333333333","416.6333333333333","416.6333333333333","","","","","","","","","","","","","","","","","","","","","","","",""
"110057","371.1666666666667","371.1666666666667","371.1666666666667","420.1333333333333","420.1333333333333","420.1333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110215","","","","","","","","","","","","","","","","","","","","","","","","","516.6","516.6","516.6","","","","","","","","","","","","","","",""
"110274","","","","","","","","","","","","","","","","","","","","","","","","","","","","367.6666666666667","367.6666666666667","367.6666666666667","","","","","","","","","","","",""
"110332","","","","","","","","","","","","","","","","","","","420.56666666666666","420.56666666666666","420.56666666666666","472.4","472.4","472.4","","","","","","","","","","","","","","","","","",""
"110541","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","499.23333333333335","499.23333333333335","499.23333333333335","","","","","","","","",""
"110556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480.3333333333333","480.3333333333333","480.3333333333333","","","","","",""
"110599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402.6666666666667","402.6666666666667","402.6666666666667","","",""
"110680","","","","","","","","","","","","","381.03333333333336","381.03333333333336","381.03333333333336","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110808","","","","","","","","","","","","","","","","629.4666666666667","629.4666666666667","629.4666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"111126","","","","","","","","","","","","","","","","","","","","","","","","","388.43333333333334","388.43333333333334","388.43333333333334","","","","","","","","","","","","","","",""
"111185","","","","","","","","","","","","","","","","","","","","","","","","","","","","568.2","568.2","568.2","","","","","","","","","","","",""
"111243","","","","","","","","","","","","","","","","","","","327.26666666666665","327.26666666666665","327.26666666666665","520.5333333333333","520.5333333333333","520.5333333333333","","","","","","","","","","","","","","","","","",""
"111452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","345.46666666666664","345.46666666666664","345.46666666666664","","","","","","","","",""
"111510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283.23333333333335","283.23333333333335","283.23333333333335","","",""
"111617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295.3333333333333","295.3333333333333","295.3333333333333","","","","","",""
"111741","","","","","","","","","","","","","399.8","399.8","399.8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"111869","","","","","","","","","","","","","","","","439.26666666666665","439.26666666666665","439.26666666666665","","","","","","","","","","","","","","","","","","","","","","","",""
"112056","","","","","","","","","","","","","","","","","","","","","","","","","431.43333333333334","431.43333333333334","431.43333333333334","","","","","","","","","","","","","","",""
"112114","","","","","","","","","","","","","","","","","","","","","","","","","","","","485.9","485.9","485.9","","","","","","","","","","","",""
"112158","","","","","","","","","","","","","","","","","","","366.7","366.7","366.7","635.9","635.9","635.9","","","","","","","","","","","","","","","","","",""
"112363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","471.96666666666664","471.96666666666664","471.96666666666664","","","","","","","","",""
"112421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350.03333333333336","350.03333333333336","350.03333333333336","","",""
"112678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473.3","473.3","473.3","","","","","",""
"112806","","","","","","","","","","","","","448.93333333333334","448.93333333333334","448.93333333333334","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112816","","","","","","","423.06666666666666","423.06666666666666","423.06666666666666","453.8","453.8","453.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112930","","","","","","","","","","","","","","","","359.9","359.9","359.9","","","","","","","","","","","","","","","","","","","","","","","",""
